20201223,浦东,北蔡,满五唯一+精装带地暖+三房2卫+有车位+高区景观必看好房,1070万,3室2厅 | 119.33平米 | 南 北 | 精装 | 中楼层(共20层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_zqJfQJijU_1.jpg.296x216.jpg
20201223,浦东,北蔡,中间楼层，户型方正，小区后排，环境安静,300万,2室1厅 | 52.7平米 | 南 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_GLSy0WmzK_1.jpg.296x216.jpg
20201223,浦东,北蔡,品质两房，全明通透，干湿分离，业主诚意,650万,2室2厅 | 82平米 | 南 北 | 简装 | 低楼层(共16层) | 2004年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_O38JgUXiz_1.jpg.296x216.jpg
20201223,浦东,北蔡,一手动迁， 11年电梯房，南北通，户型方正。,480万,2室1厅 | 85.62平米 | 南 北 | 简装 | 14层 | 2011年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_6HqbDjX3T_1.jpg.296x216.jpg
20201223,浦东,北蔡,此房满五年，高楼层，产权清晰，采光好,228万,1室1厅 | 49.76平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_KZl24w4Da_1.jpg.296x216.jpg
20201223,浦东,北蔡,精装修，中间楼层，全明户型，近地铁房主自荐,440万,2室1厅 | 78.84平米 | 南 | 精装 | 中楼层(共5层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_5fYXMa0IN_1.jpg.296x216.jpg
20201223,浦东,北蔡,人车分流，视野开阔，保养好，可拎包入住，近地铁房主自荐,910万,2室2厅 | 95.63平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_VEqfKuLjA_1.jpg.296x216.jpg
20201223,浦东,北蔡,急售 急售 2001年小区，全明户型，双地铁中间位置。,480万,2室1厅 | 77.49平米 | 南 北 | 简装 | 高楼层(共6层) | 2001年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Uuevd2gVL_1.jpg.296x216.jpg
20201223,浦东,北蔡,一梯2户，动迁免增值税，满五年唯一。双南大客厅,350万,2室1厅 | 80.59平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_iOMsnlJHC_1.jpg.296x216.jpg
20201223,浦东,北蔡,中环内2000年商品房+中间楼层+两房朝南+13号线,440万,2室1厅 | 83.9平米 | 南 | 简装 | 中楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_NQWAZY5RV_1.jpg.296x216.jpg
20201223,浦东,北蔡,此房户型方正，中间楼层，精装修，税费少，诚意出售,210万,1室1厅 | 41.06平米 | 东 南 | 精装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_YtkqJCuT1_1.jpg.296x216.jpg
20201223,浦东,北蔡,低总价小两房，户型可调整，龙阳路5规交通，有天井。房主自荐,278万,2室1厅 | 51.75平米 | 南 | 毛坯 | 低楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_AArs3nesb_1.jpg.296x216.jpg
20201223,浦东,北蔡,加东花园 2室2厅 南 北,450万,2室2厅 | 69.83平米 | 南 北 | 精装 | 低楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_AOgIhEuum_1.jpg.296x216.jpg
20201223,浦东,北蔡,13/18号双轨交通 3梯小+中 南北通一房 随时可看,270万,2室1厅 | 49.73平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_OStQkkIMa_1.jpg.296x216.jpg
20201223,浦东,北蔡,比邻内环+花木街道+一房小户型+满五唯一税费低,258万,1室1厅 | 40.17平米 | 南 | 简装 | 低楼层(共7层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_eZ9owaJmd_1.jpg.296x216.jpg
20201223,浦东,北蔡,满五唯一，一梯两户，全明户型，拎包入住。,398万,3室1厅 | 82.83平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_m4enMTYKP_1.jpg.296x216.jpg
20201223,浦东,北蔡,这个月就要卖掉，一梯两户，1997年竣工，南北户型,310万,2室1厅 | 66.87平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_9seL3m7FK_1.jpg.296x216.jpg
20201223,浦东,北蔡,中环内非顶楼+一梯两户+南北全明户型+动迁房税费少房主自荐,320万,2室1厅 | 66.04平米 | 南 | 简装 | 低楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_zcNOcFxSC_1.jpg.296x216.jpg
20201223,浦东,北蔡,芳华路188弄，小区后排位置，自住交通，业主诚售,305万,1室1厅 | 53.08平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_LSzU17eBT_1.jpg.296x216.jpg
20201223,浦东,北蔡,满五年唯一中间楼层精装修地铁口全明户型,356万,1室1厅 | 53.21平米 | 南 | 精装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_p495dSsGe_1.jpg.296x216.jpg
20201223,浦东,北蔡,急售！！中间楼层，精装修，随时签字。,286万,2室1厅 | 63.15平米 | 南 | 精装 | 中楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_93bOBVMiP_1.jpg.296x216.jpg
20201223,浦东,北蔡,2005年商品房+中间楼层+满五年+边套全明+客厅带阳台,290万,1室1厅 | 54平米 | 南 | 精装 | 中楼层(共7层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_cunJ0Z75o_1.jpg.296x216.jpg
20201223,浦东,北蔡,18号线+全明户型非顶楼两房+满五唯一税费低房主自荐,345万,2室1厅 | 66.49平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_yDyR4RhUM_1.jpg.296x216.jpg
20201223,浦东,北蔡,满五唯一，税费清晰，诚意出售，,315万,2室1厅 | 54.29平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_rHbHIT3AR_1.jpg.296x216.jpg
20201223,浦东,北蔡,开发商统一装修空调地暖新风系统+视野开阔+前无遮挡房主自荐,1050万,2室2厅 | 99.46平米 | 南 | 精装 | 中楼层(共9层) | 2016年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_sokkN2KSG_1.jpg.296x216.jpg
20201223,浦东,北蔡,双南带双天井，自住装修，户型方正，一手动迁。房主自荐,455万,2室1厅 | 72.38平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_VJR6H5xyU_1.jpg.296x216.jpg
20201223,浦东,北蔡,一楼带花园，7/13号线双轨交通，全明户型房主自荐,480万,2室2厅 | 76.03平米 | 南 | 简装 | 低楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_HoGNBtO7r_1.jpg.296x216.jpg
20201223,浦东,北蔡,南北通风一房，全明户型，一梯两户，近地铁，诚意出售房主自荐,208万,1室1厅 | 43平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Qi7QHMtRg_1.jpg.296x216.jpg
20201223,浦东,北蔡,小区中间位置，地铁口，出行便捷,320万,1室1厅 | 52.89平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_1nvhj0yZq_1.jpg.296x216.jpg
20201223,浦东,北蔡,一梯两户 南北通一房一厅 非顶非底楼 产权清晰,235万,1室1厅 | 45.65平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_rBEG9mE7I_1.jpg.296x216.jpg
20201223,浦东,北蔡,顶层复式 精装修 7号地铁  小区门口即达,540万,2室1厅 | 52.31平米 | 南 | 精装 | 高楼层(共6层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ptHsNRaLb_1.jpg.296x216.jpg
20201223,浦东,北蔡,双轨交通+一手动迁+双南户型+配套齐全房主自荐,570万,2室2厅 | 76.5平米 | 南 | 简装 | 低楼层(共18层) | 2012年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_tat8v7AYW_1.jpg.296x216.jpg
20201223,浦东,北蔡,2005年商品房，精装修、双阳台，近地铁、满五年唯一。,315万,1室1厅 | 60.6平米 | 南 | 精装 | 中楼层(共7层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_SiYq16KCW_1.jpg.296x216.jpg
20201223,浦东,北蔡,中间楼层 位置安静  南北通 看房随时房主自荐,550万,2室1厅 | 88.28平米 | 南 | 精装 | 中楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_sudNEhzu1_1.jpg.296x216.jpg
20201223,浦东,北蔡,一手动迁，满五税少，双南全明，交通便利,480万,2室1厅 | 67.34平米 | 南 | 简装 | 低楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_hmnz5cKBl_1.jpg.296x216.jpg
20201223,浦东,北蔡,满五年唯一+中间楼层+总价低+业主置换+内中环地段好,249万,1室1厅 | 46.22平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_QcmI0YCJL_1.jpg.296x216.jpg
20201223,浦东,北蔡,近地铁双南两房，采光无忧，生活便利,370万,2室1厅 | 65.41平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_TF2rhhuYB_1.jpg.296x216.jpg
20201223,浦东,北蔡,进才学府，看房方便，三房朝南，近地铁，高层景观房,480万,3室1厅 | 86.62平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_8XMeX4X84_1.jpg.296x216.jpg
20201223,浦东,北蔡,双轨地铁13号线7号线+好楼层+南北通 全明户型房主自荐,380万,1室1厅 | 50.77平米 | 南 | 简装 | 低楼层(共6层) | 2004年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ANUHcRsPS_1.jpg.296x216.jpg
20201223,浦东,北蔡,次顶楼+低总价+清水房+出入便利+诚意出售,195万,1室1厅 | 46.3平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_uPZdxgOVK_1.jpg.296x216.jpg
20201223,浦东,北蔡,2004年商品房+满五唯一+一梯两户+诚意出售,540万,2室2厅 | 98.65平米 | 南 | 精装 | 低楼层(共6层) | 2004年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_BEYzkXQeA_1.jpg.296x216.jpg
20201223,浦东,北蔡,星河湾一期高区四房 暖色系 满五唯一税费少,2750万,4室2厅 | 243平米 | 南 北 | 精装 | 高楼层(共18层) | 2010年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-87768ffb-6ac3-49b9-8f22-f62a423f0fd1.jpg.296x216.jpg
20201223,浦东,北蔡,户型方正，精装修，视野开阔无遮挡，售房诚意度高房主自荐,419万,2室1厅 | 77.28平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_zjMDhnInQ_1.jpg.296x216.jpg
20201223,浦东,北蔡,一梯两户 满五唯一 非顶楼非底楼,520万,3室1厅 | 93.66平米 | 南 | 简装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_AzU6kbDbu_1.jpg.296x216.jpg
20201223,浦东,北蔡,房改售房满五唯一税费少高区景观非顶楼诚意出售,215万,1室1厅 | 39.58平米 | 南 | 简装 | 高楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_rIZEsmtbN_1.jpg.296x216.jpg
20201223,浦东,北蔡,全明户型，采光充足，交通便利，配套成熟，置换急售房主自荐,385万,2室1厅 | 77.02平米 | 南 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_wvwW1UkN0_1.jpg.296x216.jpg
20201223,浦东,北蔡,精装一房，五轨交汇，健身楼层，7、2、16、18号线,255万,1室1厅 | 42.64平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_s0RqAxAQU_1.jpg.296x216.jpg
20201223,浦东,北蔡,龙阳、芳华路地铁，满五年唯一，精装修，中间楼层！！,440万,2室1厅 | 72.33平米 | 南 | 精装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_RdMGsG9Pg_1.jpg.296x216.jpg
20201223,浦东,北蔡,2011年次新房+户型正气+中环内精装修+视野开阔采光好,290万,1室1厅 | 57.23平米 | 南 | 精装 | 高楼层(共6层) | 2011年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_DoRZHB6dm_1.jpg.296x216.jpg
20201223,浦东,北蔡,满五唯一，小区中间位置，近7号线地铁房主自荐,353.5万,2室1厅 | 68.39平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_NnPdK3UQQ_1.jpg.296x216.jpg
20201223,浦东,北蔡,满五年wei一+7号+13号地铁双规+昌邑未用+中间位置房主自荐,359万,2室1厅 | 57.51平米 | 南 北 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_pepmJvm6k_1.jpg.296x216.jpg
20201223,浦东,北蔡,朝南别墅区+采光无影响+业主诚意出售+看房提前预约房主自荐,780万,2室2厅 | 108.54平米 | 南 北 | 精装 | 低楼层(共11层) | 2007年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_CdqIPwRMp_1.jpg.296x216.jpg
20201223,浦东,北蔡,小区央座 近地铁 采光好 业主诚意房主自荐,357万,2室1厅 | 62.55平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_6lOAVMKnf_1.jpg.296x216.jpg
20201223,浦东,北蔡,双轨交通7号线、13号线。税费低，电梯房。房主自荐,385万,1室1厅 | 55.71平米 | 南 | 简装 | 低楼层(共18层) | 2012年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-b329dafa-3fea-4215-9d7d-ba60331f386c.jpg.296x216.jpg
20201223,浦东,北蔡,全明边套，近地铁，满五年，精装修,275万,1室1厅 | 52.6平米 | 南 | 精装 | 高楼层(共7层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_71gy3tnFa_1.jpg.296x216.jpg
20201223,浦东,北蔡,每周笋盘，看房随时，满五唯一，双南全明户型，房主自荐,428万,2室1厅 | 72.18平米 | 南 | 简装 | 高楼层(共5层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_c4ypPASvA_1.jpg.296x216.jpg
20201223,浦东,北蔡,这个月就要卖掉，40万精装修，一梯两户，落地窗，双南房主自荐,428万,2室2厅 | 77.09平米 | 南 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_tFUr7TMF5_1.jpg.296x216.jpg
20201223,浦东,北蔡,一手动迁税费少+双轨地铁+无抵押房主自荐,390万,1室1厅 | 55.89平米 | 南 | 简装 | 低楼层(共18层) | 2012年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_bipnfx5Rq_1.jpg.296x216.jpg
20201223,浦东,北蔡,全明户型+交通便利+产权清晰+诚意度高,610万,3室2厅 | 110平米 | 南 北 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-5d5ce174-8fcd-4e0e-b317-51c2b1d447b6.jpg.296x216.jpg
20201223,浦东,北蔡,7号线地铁口+满五唯一+带天井+看房方便,230万,1室1厅 | 39.6平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_nw7JucH2v_1.jpg.296x216.jpg
20201223,浦东,北蔡,龙港新村 3室1厅 南,510万,3室1厅 | 94.21平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_T9gL7rIlm_1.jpg.296x216.jpg
20201223,浦东,北蔡,由由二村 2室1厅 西,395万,2室1厅 | 65.71平米 | 西 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-744fa58c-0ed7-4134-9699-02cc19210bc8.jpg.296x216.jpg
20201223,浦东,北蔡,中间位置，户型方正，视野开阔，业主售房诚意度高,255万,1室1厅 | 36.79平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_7ygDmM9OE_1.jpg.296x216.jpg
20201223,浦东,北蔡,5楼＋双南户型＋满五唯一＋全明户型+业主诚意出售房主自荐,370万,2室2厅 | 80.74平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/2a1286c1-6811-4d69-ac8a-49970b0dd26e.jpg.296x216.jpg
20201223,浦东,北蔡,满五唯一税少！全明户型正气，采光好，高楼层无遮挡,290万,2室1厅 | 64平米 | 南 | 简装 | 高楼层(共7层) | 1998年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-ebb83639-52f7-4478-8292-7b01b02137b8.jpg.296x216.jpg
20201223,浦东,北蔡,近地铁+满五年唯一+全明户型+置换急售+采光充足房主自荐,208万,1室1厅 | 43.42平米 | 南 | 简装 | 高楼层(共5层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-9e37a851-d140-484d-873e-3cd1e5a0d341.jpg.296x216.jpg
20201223,浦东,北蔡,诚意出售，满2年，视野开阔，南北通透，楼层好房主自荐,1600万,2室2厅 | 118平米 | 南 北 | 精装 | 中楼层(共19层) | 2015年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_gHTLYezmi_1.jpg.296x216.jpg
20201223,浦东,北蔡,龙阳路4轨交通 一居室 精装修 业主诚意出售,275万,1室1厅 | 48平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_EFbjRBI1B_1.jpg.296x216.jpg
20201223,浦东,北蔡,环境优美的鲁班奖小区的大面积低总价三房,858万,3室2厅 | 139.59平米 | 南 北 | 简装 | 中楼层(共5层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-f72f856b-f1d8-4941-9d83-ea7eca90bf2f.jpg.296x216.jpg
20201223,浦东,北蔡,高楼层 景观房 采光好 满五唯一 税费少 近地铁房主自荐,250万,1室1厅 | 48.75平米 | 南 | 简装 | 高楼层(共7层) | 1996年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_PdXydveep_1.jpg.296x216.jpg
20201223,浦东,北蔡,刚需户型+全明采光好+小区央位+7/13交通便利,282万,1室1厅 | 54.8平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_NWcWzHAzH_1.jpg.296x216.jpg
20201223,浦东,北蔡,三条地铁，内中环，此房税费少，看房方便房主自荐,241万,1室1厅 | 45.63平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_R4LAtpB8g_1.jpg.296x216.jpg
20201223,浦东,北蔡,17年次新房，小户型低总价，全新未住过人诚意出售房主自荐,570万,1室1厅 | 50.83平米 | 南 | 精装 | 低楼层(共24层) | 2016年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_XOZplZseZ_1.jpg.296x216.jpg
20201223,浦东,北蔡,满二唯一，精装修，总价低，采光好，高层视野好房主自荐,240万,1室1厅 | 41.25平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Xw6M2v0QW_1.jpg.296x216.jpg
20201223,浦东,北蔡,位置环境安静，配套齐全，交通便利。,275万,1室1厅 | 47.42平米 | 南 | 简装 | 低楼层(共7层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Pepq5e44k_1.jpg.296x216.jpg
20201223,浦东,北蔡,小面积，总价低，房型方正，楼层好,200万,1室1厅 | 35.16平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_afokuXYK0_1.jpg.296x216.jpg
20201223,浦东,北蔡,低总价+普通住宅+视野好+诚意出售,250万,1室1厅 | 37.23平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_oE5TEca85_1.jpg.296x216.jpg
20201223,浦东,北蔡,非顶楼，户型方正，昌，邑,税费少,270万,1室1厅 | 37平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_5n4pmaOR7_1.jpg.296x216.jpg
20201223,浦东,北蔡,电梯一房+满五唯一+昌邑+精装修+南北通房主自荐,480万,1室2厅 | 61.35平米 | 南 北 | 精装 | 低楼层(共12层) | 2006年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ECAgdsiI7_1.jpg.296x216.jpg
20201223,浦东,北蔡,精装修+全明+1999年商品房+地铁口房主自荐,570万,2室2厅 | 113.52平米 | 南 | 精装 | 高楼层(共7层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_NEPf9MVpi_1.jpg.296x216.jpg
