20201223,静安,彭浦,格局好 楼层好 视野宽阔 采光充足 一手动迁必看好房,465万,2室1厅 | 81.32平米 | 南 | 毛坯 | 高楼层(共34层) | 2014年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_GJZzEZTn7_1.jpg.296x216.jpg
20201223,静安,彭浦,静安中环-方正全明南北通-地铁口-非顶楼-满五唯一-诚,235万,1室1厅 | 50.4平米 | 南 | 简装 | 高楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/15e9811a-ed01-4b07-aa35-f91a79706f1a.png.296x216.jpg
20201223,静安,彭浦,彭浦板块 次新房 三泉家园 低楼层3房两厅一卫,650万,3室2厅 | 108.96平米 | 南 北 | 简装 | 低楼层(共6层) | 2002年建 | 板楼,
20201223,静安,彭浦,满五年唯一，双房朝南，房东诚意出售的。,330万,2室1厅 | 60.46平米 | 南 | 毛坯 | 高楼层(共6层) | 1995年建 | 板楼,
20201223,静安,彭浦,康泉小区 1室1厅 南房主自荐,220万,1室1厅 | 42.39平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/6c1c4d7e-898b-44d1-954a-92efe479f495.png.296x216.jpg
20201223,静安,彭浦,新静安 近地铁 次顶楼 满五唯一 看房联系维护人房主自荐,190万,1室1厅 | 38.21平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,
20201223,静安,彭浦,南北通+大两房+总价低+采光通风好房主自荐,460万,2室2厅 | 83.04平米 | 南 北 | 简装 | 高楼层(共6层) | 1998年建 | 板楼,
20201223,静安,彭浦,婚房装修 拎包入住  满五唯一 房东诚意出售,178万,1室1厅 | 35.06平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/b376f2a7-9904-4ec8-a2fa-94603481c6ae.png.296x216.jpg
20201223,静安,彭浦,房子满五唯一，小区环境好，近地铁，出行方便房主自荐,268万,1室1厅 | 47.17平米 | 南 | 简装 | 高楼层(共6层) | 1991年建 | 板楼,
20201223,静安,彭浦,一室一厅，楼层好，总价低，南五唯一,230万,1室1厅 | 43.02平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,
20201223,静安,彭浦,新静安区 近地铁 精装修 全明一房一厅 非顶楼,240万,1室1厅 | 42.12平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/5acd9db1-63c9-4b8b-9e48-7e02e5419cf3.png.296x216.jpg
20201223,静安,彭浦,近地铁 新出两室 精装修  低楼层  业主诚意,310万,2室1厅 | 56.35平米 | 南 北 | 精装 | 低楼层(共6层) | 1992年建 | 板楼,
20201223,静安,彭浦,边套全明，每个房间都有窗；低楼层，功能区设置合理,350万,2室1厅 | 63.24平米 | 南 | 精装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/6eae0018-e03f-416d-a932-d17d262fb50b.png.296x216.jpg
20201223,静安,彭浦,非顶楼 静安区全明两房  近地铁  位置安静 诚意出售新上,249.8万,2室1厅 | 50.33平米 | 东南 | 精装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/prod-3cec423c-1572-4875-887a-b25ba7b6481b.png.296x216.jpg
20201223,静安,彭浦,共康四村 2室1厅 南新上,320万,2室1厅 | 58.41平米 | 南 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/6034385e-e744-4d85-b423-590c43c45af9.png.296x216.jpg
20201223,静安,彭浦,新静安，双天井，近地铁，近公园，配套齐全，诚意出售,499万,2室2厅 | 91.24平米 | 南 北 | 简装 | 低楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_bTc08yA72.jpg.296x216.jpg
20201223,静安,彭浦,一号线 彭浦新村站 近地铁 复式大户型 新房龄 装修好,820万,5室2厅 | 186.36平米 | 南 北 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/310000-inspection/52469f99-090b-475f-82f2-1482e03e4c38_1000.jpg.296x216.jpg
20201223,静安,彭浦,新静安次新房，边套全明户型，得房率高，小区闹中取静,780万,3室2厅 | 152.84平米 | 北 南 | 精装 | 高楼层(共6层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_7QF7kyNiy.jpg.296x216.jpg
20201223,静安,彭浦,临汾路1565弄 1室1厅 南房主自荐,206万,1室1厅 | 40.42平米 | 南 | 其他 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_85GSvRNMP_1.jpg.296x216.jpg
20201223,静安,彭浦,一房小户型，中间楼层采光佳，满五唯一税费少,231万,1室1厅 | 43.77平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-7ba9cf27-a8ec-46c8-bd6e-8083e2f08fd7.jpg.296x216.jpg
20201223,静安,彭浦,此房满五唯一，一房一厅，视野开阔,190万,1室1厅 | 42.88平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_BbBwM4Hs1_1.jpg.296x216.jpg
20201223,静安,彭浦,00后商品房小区，满五唯一，进出方便，小区绿化好。,1200万,4室2厅 | 213.19平米 | 南 北 | 精装 | 高楼层(共6层) | 2002年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_o2YSgjuaC_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一，南北通全明，双房朝南,400万,2室1厅 | 74.21平米 | 南 | 简装 | 高楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/310000-inspection/655bf2f7-86d0-4483-9c9c-89c30064ed1d.JPG.296x216.jpg
20201223,静安,彭浦,新出笋盘 看房有钥匙  楼层适宜 可小刀,160万,1室0厅 | 29.14平米 | 南 | 毛坯 | 中楼层(共5层) | 1976年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/93fd2d70-3242-4366-949d-d8c514491c2f.png.296x216.jpg
20201223,静安,彭浦,近1号线+满5唯1双天井+厨卫全明，1公里3公园+停车方便,420万,2室2厅 | 78.77平米 | 南 | 精装 | 低楼层(共6层) | 1999年建 | 板楼,
20201223,静安,彭浦,三泉家园 4室2厅 南,850万,4室2厅 | 185.08平米 | 南 | 其他 | 高楼层(共6层) | 2002年建 | 板楼,
20201223,静安,彭浦,三泉家园 4室2厅 南,700万,4室2厅 | 142.32平米 | 南 | 简装 | 高楼层(共6层) | 2001年建 | 板楼,
20201223,静安,彭浦,装修还可以，布局合理，视野好，采光好，交通便利房主自荐,230万,1室1厅 | 42.86平米 | 南 | 简装 | 中楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/e8515c71-2ac2-44c3-b038-f1dfa376e6e4.png.296x216.jpg
20201223,静安,彭浦,场中路2401弄 1室1厅 南,230万,1室1厅 | 39.97平米 | 南 | 精装 | 低楼层(共6层) | 1985年建 | 板楼,http://image1.ljcdn.com/x-se/shfdfs-image/20171027/d70a5fc5-bf93-4a1b-b629-e8f5eaf641ec.jpg.296x216.jpg
