20201223,杨浦,中原,店长推荐独栋全明户型，配套齐全必看好房,317万,2室1厅 | 60.84平米 | 东南 | 精装 | 低楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/3ce7afd1-058d-4ed5-9cb8-85faeadd665f_1000.jpg.296x216.jpg
20201223,杨浦,中原,户型整齐  产权清晰  业主诚心出售房主自荐,340万,2室1厅 | 67.41平米 | 西南 | 简装 | 低楼层(共16层) | 1992年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/b1c10f13-7d38-47c8-8a8b-bcc8a11d219e_1000.jpg.296x216.jpg
20201223,杨浦,中原,美丽家园 视野开阔 采光充足 交通便利 满五唯一房主自荐,265万,2室1厅 | 49.99平米 | 南 | 简装 | 高楼层(共5层) | 1984年建 | 板楼,http://image1.ljcdn.com/110000-inspection/9cebb2c2-09d6-45b2-88dd-e518f1228c42_1000.jpg.296x216.jpg
20201223,杨浦,中原,满五唯一+精装修+小区美丽家园+南北通房主自荐,305万,2室1厅 | 64.43平米 | 南 北 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/079435cb-739e-4247-8a0f-44171e26ce92_1000.jpg.296x216.jpg
20201223,杨浦,中原,8号线地铁口+正看花园+97年竣工+置换诚售,235万,1室1厅 | 42.29平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/9713a25d-9ea6-4bca-a456-0cf20a3ac202_1000.jpg.296x216.jpg
20201223,杨浦,中原,满五唯一精装修 厅房同宽 近地铁 中间楼层,240万,1室1厅 | 40.6平米 | 南 | 精装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/904ef14c-e453-4efd-8223-6942a0bc8ebd_1000.jpg.296x216.jpg
20201223,杨浦,中原,想享受充足的阳光吗？双南户型  1997年商品房,380万,2室1厅 | 69.28平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/90c6e11d-a853-4cf0-8bb6-14491231c4f0_1000.jpg.296x216.jpg
20201223,杨浦,中原,满五唯一，精装修拎包入住，南北两房采光好通风效果棒,325万,2室1厅 | 59.76平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/95b68eb1-def0-42df-94b5-d48ea6e80d35_1000.jpg.296x216.jpg
20201223,杨浦,中原,此房厅房同宽+精装修拎包入住+六一学曲+小年轻夫妻,260万,1室1厅 | 45.26平米 | 南 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/b3a844c8-0273-4428-a4f5-ff1c576c32c4_1000.jpg.296x216.jpg
20201223,杨浦,中原,南北全明两房，北卧南北通，采光充足，诚意出售房主自荐,280万,2室1厅 | 50.84平米 | 南 北 | 简装 | 高楼层(共6层) | 1983年建 | 板楼,http://image1.ljcdn.com/110000-inspection/c8980879-6732-4277-84ee-1bb84fb324ed_1000.jpg.296x216.jpg
20201223,杨浦,中原,市光三村 2室1厅 南,359万,2室1厅 | 62.6平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/b2a4efec-8e68-46b9-9fd6-41eb2321ffcc_1000.jpg.296x216.jpg
20201223,杨浦,中原,格局灵活，诚意出售，南北通，视野宽阔，采光充足房主自荐,340万,2室1厅 | 64.73平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/626f312a-2289-423c-b6f7-13a9218ead66_1000.jpg.296x216.jpg
20201223,杨浦,中原,边套全明，户型好，南北通，彩光通风不受影响。,235万,1室1厅 | 39.16平米 | 南 | 简装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/375e5d2e-6bc4-4d2a-b68e-0562f9874f31_1000.jpg.296x216.jpg
20201223,杨浦,中原,户型好，楼层佳，视野开阔，房东诚意出售基础设施便利,230万,1室1厅 | 41.4平米 | 南 | 毛坯 | 中楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/5902a989-f916-4b1e-a9cb-da7aeee1957b_1000.jpg.296x216.jpg
20201223,杨浦,中原,正对花园 采光充足  视野广阔,210万,1室1厅 | 39.47平米 | 南 | 简装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_EzUWRBNeD_1.jpg.296x216.jpg
20201223,杨浦,中原,满五唯一 精装修 正对小区花园房主自荐,187万,1室0厅 | 38.21平米 | 南 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/21286f95-cece-4873-823b-931e64f66bcf_1000.jpg.296x216.jpg
20201223,杨浦,中原,视野开阔简约风格方正户型大一房，诚意出售,178万,1室1厅 | 34.97平米 | 南 | 简装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/3443a636-6b1a-4063-a8df-f3cbfc66714e_1000.jpg.296x216.jpg
20201223,杨浦,中原,满五唯一 小区中间位置 正规两房 厨卫全明,423万,2室1厅 | 83.95平米 | 南 | 简装 | 低楼层(共17层) | 2005年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-38dfbcd0-23f7-4dae-a57d-7e36a2a2835e.jpg.296x216.jpg
20201223,杨浦,中原,位置好，房型好，中间楼层2001年商品房,690万,2室1厅 | 95.2平米 | 南 | 简装 | 中楼层(共7层) | 2001年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Sax5Tn6au.jpg.296x216.jpg
20201223,杨浦,中原,少有！户型方正！楼层高！视野好！诚意足！生活交通好房主自荐,205万,1室1厅 | 40.55平米 | 南 | 简装 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_HQkii3urM_1.jpg.296x216.jpg
20201223,杨浦,中原,此房满五唯一，税费少。高楼层，生活便利，诚意出售。,207万,1室1厅 | 42.2平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/acf02407-7289-44ac-a660-71ed50bfe8af_1000.jpg.296x216.jpg
20201223,杨浦,中原,殷行路571弄 1室1厅 南,198万,1室1厅 | 40平米 | 南 | 其他 | 高楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-0491762f-3eea-4412-b1ad-123775dd37bc.jpg.296x216.jpg
20201223,杨浦,中原,世界路99弄 1室1厅 南,190万,1室1厅 | 40.18平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/b65b424f-5488-4f5d-9aa2-8be46bf542b2_1000.jpg.296x216.jpg
20201223,杨浦,中原,市光路地铁口  美丽家园小区  精装修  拎包入住,245万,1室1厅 | 44.55平米 | 南 | 精装 | 中楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/1784a03c-e92a-4610-bf47-b9e44a781e08_1000.jpg.296x216.jpg
20201223,杨浦,中原,房型正气  业主诚心出售   近商场  近地铁  配套成熟,173万,1室0厅 | 33.75平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ezP3Aw5JD_1.jpg.296x216.jpg
20201223,杨浦,中原,采光不错，通风效果好，配套齐全，近医院，近五角场房主自荐,210万,1室1厅 | 35.25平米 | 南 | 简装 | 高楼层(共6层) | 1985年建 | 板楼,http://image1.ljcdn.com/110000-inspection/f38aa049-7981-40a5-a5cf-c6bee2714c0e_1000.jpg.296x216.jpg
20201223,杨浦,中原,黑山小区 1室0厅 南,220万,1室0厅 | 34.51平米 | 南 | 简装 | 低楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/8ec69235-f1fa-49dc-83fc-4a268884ad84_1000.jpg.296x216.jpg
20201223,杨浦,中原,精装修  采光通风好 业主诚意出售  交通方便,198万,1室0厅 | 35.95平米 | 南 | 精装 | 高楼层(共6层) | 1985年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Ib2r91mmP.jpg.296x216.jpg
20201223,杨浦,中原,近地铁，精装修2年，3楼双南+全明户型，拎包入住,335万,2室1厅 | 54.18平米 | 南 | 精装 | 中楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-5fcc2a58-01c7-4e07-8a7a-d8e92bac38c7.jpg.296x216.jpg
20201223,杨浦,中原,标准大一房，满五唯一，诚心出售,210万,1室1厅 | 44.22平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Zxv1LLpkw.jpg.296x216.jpg
20201223,杨浦,中原,总价低+电梯房+双南两房+比邻公园+近8号线地铁房主自荐,330万,2室1厅 | 67.72平米 | 南 | 精装 | 低楼层(共16层) | 1991年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_mVo3EoJrH_1.jpg.296x216.jpg
20201223,杨浦,中原,非顶楼，加装电梯，婚房装修，视野采光好,280万,2室1厅 | 49.94平米 | 南 | 精装 | 高楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/5e49ad07-14fb-408d-93d2-8db0f50de412_1000.jpg.296x216.jpg
20201223,杨浦,中原,巴适蜗居小户型，中间楼层，全明户型，诚心出售可议价,180万,1室0厅 | 29.36平米 | 西北 | 简装 | 中楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_4wbvRfoUG_1.jpg.296x216.jpg
20201223,杨浦,中原,开鲁二村 2室2厅 南,520万,2室2厅 | 93.11平米 | 南 | 其他 | 高楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/110000-inspection/26a9bbd6-d9a2-4ed0-aa8a-26458a66ac3c_1000.jpg.296x216.jpg
20201223,杨浦,中原,售后公房 满五唯一 楼层低 采光好,253万,1室1厅 | 45.99平米 | 南 | 简装 | 低楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/df4c8364-2446-4072-be3d-8e6788f25a79_1000.jpg.296x216.jpg
20201223,杨浦,中原,少有！满五唯一、近地铁、中原CBD位置、精装好房！,224万,1室0厅 | 40.48平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_oKOKLPJNK_1.jpg.296x216.jpg
20201223,杨浦,中原,近地铁 精装修 小区环境好  生活便利,220万,1室1厅 | 41.23平米 | 南 | 精装 | 高楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_LAmTbZJrs_1.jpg.296x216.jpg
20201223,杨浦,中原,满五唯一非顶楼，诚意出售，位置好房主自荐,225万,1室1厅 | 42.27平米 | 南 | 简装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/310000-inspection/rsp_pic_upload2bbad908-bad0-4945-b4bd-b9a26db76ab8.jpg.296x216.jpg
20201223,杨浦,中原,税费各付，边套全明，临河视野好通风好,215万,1室0厅 | 35.55平米 | 南 | 简装 | 高楼层(共6层) | 1983年建 | 板楼,http://image1.ljcdn.com/310000-inspection/3f5b0b2e-5a03-4ddc-b5f0-6c1d1e5ed497.jpg.296x216.jpg
20201223,杨浦,中原,诚意出售 低单价 主卧朝南带阳台采光好   全明房主自荐,195万,1室1厅 | 46.04平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/a30195dc-cc3a-44b1-94df-5bae7285ee87.png.296x216.jpg
20201223,杨浦,中原,此房满五唯一，房东诚意出售，配套设施齐全，出行方便,170万,1室1厅 | 35.48平米 | 南 | 精装 | 中楼层(共5层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/a9b0b31b-7f83-4d30-94c4-6e1320158cb7.jpg.296x216.jpg
20201223,杨浦,中原,一梯四户+高区景光好+近生活广场+森林公园,210万,1室1厅 | 44.55平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/2aac0d6f-80cc-4ab1-9d05-a1c64beda60a.png.296x216.jpg
20201223,杨浦,中原,厅房同宽，厨卫朝北，满五唯一，交通便利，采光好房主自荐,280万,1室1厅 | 50.37平米 | 南 | 简装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/310000-inspection/2d33b363-9cfa-4eb1-8fb2-9eb88a52dc30.jpg.296x216.jpg
20201223,杨浦,中原,通透厨房明亮采光厨卧分离空气清新,180万,1室1厅 | 44.15平米 | 南 | 简装 | 中楼层(共5层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/b487369aa38bf151b24a944b74338c85-078.jpg.296x216.jpg
20201223,杨浦,中原,双南全明户型，满五唯一，居家装修，房东诚意出售,200万,1室1厅 | 41.45平米 | 南 | 简装 | 高楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/110000-inspection/2f3487373ec536097851d1e1a23121e4-098.jpg.296x216.jpg
20201223,杨浦,中原,世界路99弄 1室1厅 南,295万,1室1厅 | 58.37平米 | 南 | 其他 | 低楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/rsp_pic_upload25761996-9e83-47f6-b6e8-bbaa2803024d.jpg.296x216.jpg
20201223,杨浦,中原,全明户型 南北通户型好 附件配套齐全呀 诚意出售呀,295万,2室1厅 | 50.3平米 | 南 | 简装 | 高楼层(共6层) | 1985年建 | 板楼,http://image1.ljcdn.com/310000-inspection/050b9c79-59e2-41a5-bb3d-e6ee5e7c36cb.jpg.296x216.jpg
20201223,杨浦,中原,工农新村小区 1室1厅 南,185万,1室1厅 | 37.21平米 | 南 | 精装 | 中楼层(共6层) | 2010年建 | 板楼,http://image1.ljcdn.com/110000-inspection/27bf43d0a2f5df8ebb3e5ca74d51cd39-026.jpg.296x216.jpg
20201223,杨浦,中原,此房为满五唯一，楼层好，采光无遮挡房主自荐,190万,1室1厅 | 44.15平米 | 南 | 简装 | 高楼层(共5层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/a83ea4a26c222279c6da1aed9f38df8d-012.jpg.296x216.jpg
20201223,杨浦,中原,西边套全明户型，厅房同宽，三十而已，您的安居选择,250万,1室1厅 | 50.02平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/shfdfs-image/20170803/045080fb-2298-4c27-8e4f-8271bf6cfcd1.jpg.296x216.jpg
20201223,杨浦,中原,满五唯一，中间楼层，诚意出售！,220万,1室1厅 | 41.51平米 | 南 | 简装 | 中楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/1ec7bdd1-75f6-4f7d-a124-ebd99a02071e.png.296x216.jpg
20201223,杨浦,中原,工农新村小区 1室1厅 南,235万,1室1厅 | 44.54平米 | 南 | 其他 | 低楼层(共5层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/012bd2081c918b1b9a7ac5b964b01a30-003.jpg.296x216.jpg
20201223,杨浦,中原,国和一村 1室1厅 南新上,276万,1室1厅 | 44.27平米 | 南 | 毛坯 | 中楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/45429c5e-a66b-4549-81e6-ccf783d934a2.png.296x216.jpg
20201223,杨浦,中原,近地铁，近商场，小户型，总价低,190万,1室1厅 | 38.6平米 | 南 | 简装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/44342a17-be7f-46b4-8243-e3126a7dc678.png.296x216.jpg
20201223,杨浦,中原,市光一村 1室1厅 南,270万,1室1厅 | 47.49平米 | 南 | 简装 | 低楼层(共18层) | 1991年建 | 塔楼,
20201223,杨浦,中原,市光三村 1室0厅 南,205万,1室0厅 | 37.73平米 | 南 | 其他 | 中楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/fa8088ce-66c7-4dfe-817e-0b4c625637c1.png.296x216.jpg
20201223,杨浦,中原,五彩星辰 5室3厅 南,738万,5室3厅 | 121.97平米 | 南 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/310000-inspection/4b431f0a-66de-406b-8080-3ed8480dc5c9.jpg.296x216.jpg
20201223,杨浦,中原,精装修一室，诚意出售，看房方便，动静分离，闹中取静房主自荐,165万,1室0厅 | 30.5平米 | 南 | 精装 | 低楼层(共5层) | 1967年建 | 板楼,http://image1.ljcdn.com/110000-inspection/7f5e3671cb80a43009b27a0b5e373d07-011.jpg.296x216.jpg
20201223,杨浦,中原,市光三村 1室0厅 南,165万,1室0厅 | 37.98平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/6637876b-518b-4d72-af79-7913368ee5a6.png.296x216.jpg
20201223,杨浦,中原,近地铁 交通便利，视野好采光充足房主自荐,268万,1室1厅 | 48.39平米 | 南 | 简装 | 高楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/standard_38415608-0ac2-4b80-9bff-b4b84fb61c43.png.296x216.jpg
20201223,杨浦,中原,必卖+地铁超市出小区就是+户型全明+税费少+必看户型,375万,2室1厅 | 61.89平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/97e9f281-0f7e-4b16-af7a-ce8063841f02.png.296x216.jpg
20201223,杨浦,中原,市光三村 2室1厅 南,280万,2室1厅 | 56.72平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/0b519069-10ea-461a-a0f6-aa52b95abf19.png.296x216.jpg
20201223,杨浦,中原,民星二村 1室1厅 西南,250万,1室1厅 | 41.74平米 | 西南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/83dc812b-1357-4538-a637-19cf0c76b60e.jpg.296x216.jpg
20201223,杨浦,中原,长海一村 1室1厅 南,200万,1室1厅 | 39.12平米 | 南 | 其他 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/7eb90ac2-f842-42ea-ae61-fb80df115503.png.296x216.jpg
20201223,杨浦,中原,工农新村小区 1室1厅 南,170万,1室1厅 | 37.03平米 | 南 | 其他 | 中楼层(共5层) | 1994年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/rsp_pic_uploadc608d716-4494-4f9b-8c1d-9efefec43af5.jpg.296x216.jpg
20201223,杨浦,中原,优质房源 三房两厅两卫 满五唯一 南北通透 诚售,920万,3室2厅 | 138.85平米 | 南 北 | 精装 | 高楼层(共18层) | 2007年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/prod-d022a7ee-3a83-4833-adc6-64152d110c00.png.296x216.jpg
20201223,杨浦,中原,市光四村 1室1厅 南,250万,1室1厅 | 43.21平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/15f4e6c4-9d04-4f64-9c54-a93ef71720a7.png.296x216.jpg
20201223,杨浦,中原,开鲁四村 1室1厅 南,228万,1室1厅 | 41.58平米 | 南 | 精装 | 中楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/65f069e5-0e5e-448c-8135-06a4caa27d68.png.296x216.jpg
